11|“Người tham gia giao thông đường bộ” gồm những đối tượng nào?|Người điều khiển, người sử dụng phương tiện tham gia giao thông đường bộ.|Người điều khiển, dẫn dắt súc vật; người đi bộ trên đường bộ.|Cả ý 1 và ý 2.|||4|1|10|11|11|1|1|1|1||Người tham gia giao thông gồm người sử dụng phương tiện và người đi bộ.
12|“Người điều khiển phương tiện tham gia giao thông đường bộ” gồm những đối tượng nào dưới đây?|Người điều khiển xe cơ giới, người điều khiển xe thô sơ.|Người điều khiển xe máy chuyên dùng tham gia giao thông đường bộ.|Cả ý 1 và ý 2|||4|1|11|12|12|1|1|1|1||Người điều khiển phương tiện gồm cả xe cơ giới và xe máy chuyên dùng.
13|Khái niệm “người điều khiển giao thông” được hiểu như thế nào là đúng?|Là người điều khiển phương tiện tham gia giao thông tại nơi thi công, nơi ùn tắc giao thông, ở bến phà, tại cầu đường bộ đi chung với đường sắt.|Là cảnh sát giao thông, người được giao nhiệm vụ hướng dẫn giao thông tại nơi thi công, nơi ùn tắc giao thông, ở bến phà, tại cầu đường bộ đi chung với đường sắt.|Là người tham gia giao thông tại nơi thi công, nơi ùn tắc giao thông, ở bến phà, tại cầu đường bộ đi chung với đường sắt.|||2|1|12|13|13|1|1|1|1||Người điều khiển giao thông là cảnh sát giao thông.
14|Trong các khái niệm dưới đây khái niệm “dừng xe” được hiểu như thế nào là đúng?|Là trạng thái đứng yên của phương tiện giao thông không giới hạn thời gian để cho người lên, xuống phương tiện, xếp dỡ hàng hóa hoặc thực hiện công việc khác.|Là trạng thái đứng yên tạm thời của phương tiện giao thông trong một khoảng thời gian cần thiết đủ để cho người lên, xuống phương tiện, xếp dỡ hàng hóa hoặc thực hiện công việc khác.|Là trạng thái đứng yên của phương tiện giao thông không giới hạn thời gian giữa 02 lần vận chuyển hàng hóa hoặc hành khách.|||2|1|13|14|14|1|1|1|1||Dừng xe là đứng yên tạm thời.
15|Khái niệm “đỗ xe” được hiểu như thế nào là đúng quy tắc giao thông?|Là trạng thái đứng yên của phương tiện giao thông có giới hạn trong một khoảng thời gian cần thiết đủ để cho người lên, xuống phương tiện đó, xếp dỡ hàng hóa hoặc thực hiện công việc khác.|Là trạng thái đứng yên của phương tiện giao thông không giới hạn thời gian.||||2|1|14|15|15|1|1|1|1||Đỗ xe là đứng yên không giới hạn thời gian.
16|Khái niệm “đường cao tốc” được hiểu như thế nào là đúng?|Đường dành riêng cho xe ôtô và một số loại xe chuyên dùng được phép đi vào theo quy định của Luật Giao thông đường bộ.|Có dải phân cách phân chia đường cho xe chạy hai chiều riêng biệt mà dải phân cách này xe không đi được lên trên; không giao nhau cùng mức với một hoặc một số đường khác.|Được bố trí đầy đủ trang thiết bị phục vụ, bảo đảm giao thông liên tục, an toàn, rút ngắn thời gian hành trình và chỉ cho xe ra, vào ở những điểm nhất định.|Tất cả các ý trên.||8|1|0|16|16|1|1|1|1||Đường cao tốc gồm tất cả các ý.
17|Hành vi nào dưới đây bị nghiêm cấm?|Đỗ xe trên đường phố|Sử dụng xe đạp đi trên các tuyến quốc lộ có tốc độ cao.|Làm hỏng (cố ý) cọc tiêu, gương cầu, dải phân cách.|Sử dụng còi và quay đầu xe trong khu dân cư.||4|1|0|17|17|1|1|1|1|1|Hành vi làm hỏng cọc tiêu bị nghiêm cấm.
18|Hành vi đưa xe cơ giới, xe máy chuyên dùng không bảo đảm tiêu chuẩn an toàn kỹ thuật và bảo vệ môi trường vào tham gia giao thông đường bộ có bị nghiêm cấm hay không?|Không nghiêm cấm.|Bị nghiêm cấm.|Bị nghiêm cấm tùy theo các tuyến đường.|Bị nghiêm cấm tuỳ theo loại xe.||2|1|0|18|18|1|1|1|1|1|Hành vi đưa xe không đảm bảo an toàn kỹ thuật bị nghiêm cấm.
19|Cuộc đua xe chỉ được thực hiện khi nào?|Diễn ra trên đường phố không có người qua lại.|Được người dân ủng hộ.|Được cơ quan có thẩm quyền cấp phép.|||4|1|15|19|19|1|1|1|1|1|Cuộc đua xe cần cấp phép.
20|Người điều khiển phương tiện giao thông đường bộ mà trong cơ thể có chất ma túy có bị nghiêm cấm hay không?|Bị nghiêm cấm.|Không bị nghiêm cấm.|Không bị nghiêm cấm, nếu có chất ma túy ở mức nhẹ, có thể điều khiển phương tiện tham gia giao thông.|||1|1|16|20|20|1|1|1|1|1|Có ma túy bị nghiêm cấm.
21|Việc lái xe mô tô, ô tô, máy kéo ngay sau khi uống rượu, bia có được phép hay không?|Không được phép.|Chỉ được lái ở tốc độ chậm và quãng đường ngắn.|Chỉ được lái nếu trong cơ thể có nồng độ cồn thấp.|||1|1|0|21|21|1|1|1|1|1|Uống rượu bia không được lái xe,
22|Người điều khiển xe ô tô, mô tô, máy kéo trên đường mà trong máu hoặc hơi thở có nồng độ cồn có bị nghiêm cấm không?|Bị nghiêm cấm.|Không bị nghiêm cấm.|Không bị nghiêm cấm, nếu nồng độ cồn trong máu ở mức nhẹ, có thể điều khiển phương tiện tham gia giao thông.|||1|1|0|22|22|1|1|1|1|1|Trong máu hoặc hơi thở có nồng độ cồn bị nghiêm cấm.
23|Sử dụng rượu, bia khi lái xe, nếu bị phát hiện thì bị xử lý như thế nào?|Chỉ bị nhắc nhở.|Bị xử phạt hành chính hoặc có thể bị xử lý hình sự tùy theo mức độ vi phạm.|Không bị xử lý hình sự.|||2|1|17|23|23|1|1|1|1|1| Sử dụng rượu, bia khi lái xe bị phạt hành chính hoặc xử lý hình sự.
24|Theo Luật phòng chống tác hại của rượu, bia, đối tượng nào dưới đây bị cấm sử dụng rượu, bia khi tham gia giao thông?|Người điều khiển: Xe ô tô, xe mô tô, xe đạp, xe gắn máy.|Người ngồi phía sau người điều khiển xe cơ giới.|Người đi bộ.|Cả ý 1 và ý 2.||1|1|18|24|24|1|1|1|1|1|Người điều khiển bị cấm sử dụng rượu, bia khi tham gia giao thông.
25|Hành vi giao xe cơ giới, xe máy chuyên dùng cho người không đủ điều kiện để điều khiển xe tham gia giao thông có được phép hay không?|Chỉ được thực hiện nếu đã hướng dẫn đầy đủ.|Không được phép.|Được phép tùy từng trường hợp.|Chỉ được phép thực hiện với thành viên trong gia đình.||2|1|0|25|25|1|1|1|1|1|Không được phép giao xe cho người không đủ điều kiện tham gia giao thông.
26|Hành vi điều khiển xe cơ giới chạy quá tốc độ quy định, giành đường, vượt ẩu có bị nghiêm cấm hay không?|Bị nghiêm cấm tùy từng trường hợp.|Không bị nghiêm cấm.|Bị nghiêm cấm.|||4|1|19|26|26|1|1|1|1|1|
27|Khi lái xe trên đường, người lái xe cần quan sát và bảo đảm tốc độ phương tiện như thế nào?|Chỉ lớn hơn tốc độ tối đa cho phép khi đường vắng.|Chỉ lớn hơn tốc độ tối đa cho phép vào ban đêm.|Không vượt quá tốc độ cho phép.|||4|1|0|27|27|1|1|1|1|1|
28|Phương tiện giao thông đường bộ di chuyển với tốc độ thấp hơn phải đi như thế nào?|Đi về phía bên trái.|Đi về phía bên phải.|Đi ở giữa.|||2|1|0|28|28|1|1|1|1|1|Di chuyển tốc độ thấp hơn đi về phía bên phải.
29|Trên đường có nhiều làn đường, khi điều khiển phương tiện ở tốc độ chậm bạn phải đi ở làn đường nào?|Đi ở làn bên phải trong cùng.|Đi ở làn phía bên trái.|Đi ở làn giữa.|Đi ở bất cứ làn nào nhưng phải bấm đèn cảnh báo nguy hiểm để báo hiệu cho các phương tiện khác.||1|1|0|29|29|1|1|1|1|1|Tốc độ chậm đi ở làn bên phải trong cùng.
30|Hành vi vượt xe tại các vị trí có tầm nhìn hạn chế, đường vòng, đầu dốc có bị nghiêm cấm hay không?|Không bị nghiêm cấm.|Không bị nghiêm cấm khi rất vội.|Bị nghiêm cấm.|Không bị nghiêm cấm khi khẩn cấp.||4|1|0|30|30|1|1|1|1|1|
31|Khi lái xe trong khu đô thị và đông dân cư trừ các khu vực có biển cấm sử dụng còi, người lái xe được sử dụng còi như thế nào trong các trường hợp dưới đây?|Từ 22 giờ đêm đến 5 giờ sáng.|Từ 5 giờ sáng đến 22 giờ tối.|Từ 23 giờ đêm đến 5 giờ sáng hôm sau.|||2|1|20|31|31|1|1|1|1||Chỉ sử dụng còi từ 5 giờ sáng đến 22 giờ tối.
32|Người lái xe sử dụng đèn như thế nào khi lái xe trong khu đô thị và đông dân cư vào ban đêm?|Bất cứ đèn nào miễn là mắt nhìn rõ phía trước.|Chỉ bật đèn chiếu xa (đèn pha) khi không nhìn rõ đường.|Đèn chiếu xa (đèn pha) khi đường vắng, đèn pha chiếu gần (đèn cốt) khi có xe đi ngược chiều.|Đèn chiếu gần (đèn cốt).||8|1|21|32|32|1|1|1|1||Trong đô thị sử dụng đèn chiếu gần.
33|Hành vi lắp đặt, sử dụng còi, đèn không đúng thiết kế của nhà sản xuất đối với từng loại xe cơ giới có được phép hay không?|Được phép.|Không được phép.|Được phép tùy từng trường hợp.|||2|1|0|33|33|1|1|1|1|1|Không được phép lắp đặt còi đèn không đúng thiết kế.
34|Trong trường hợp đặc biệt, để được lắp đặt, sử dụng còi, đèn khác thiết kế của nhà sản xuất đối với từng loại xe cơ giới bạn phải đảm bảo yêu cầu nào dưới đây?|Phải đảm bảo phụ tùng do đúng nhà sản xuất đó cung cấp.|Phải được chấp thuận của cơ quan có thẩm quyền.|Phải là xe đăng ký và hoạt động tại các khu vực có địa hình phức tạp.|||2|1|22|34|34|1|1|1|1||Lắp đặt còi đèn không đúng thiết kế phải được chấp thuận của cơ quan có thẩm quyền.
35|Việc sản xuất, mua bán, sử dụng biển số xe cơ giới, xe máy chuyên dùng được quy định như thế nào trong Luật Giao thông đường bộ?|Được phép sản xuất, sử dụng khi bị mất biển số.|Được phép mua bán, sử dụng khi bị mất biển số.|Nghiêm cấm sản xuất, mua bán, sử dụng trái phép.|||4|1|0|35|35|1|1|1|1|1|
36|Người lái xe không được vượt xe khác khi gặp trường hợp nào ghi ở dưới đây?|Trên cầu hẹp có một làn xe. Nơi đường giao nhau, đường bộ giao nhau cùng mức với đường sắt; xe được quyền ưu tiên đang phát tín hiệu ưu tiên đi làm nhiệm vụ.|Trên cầu có từ 02 làn xe trở lên; nơi đường bộ giao nhau không cùng mức với đường sắt; xe được quyền ưu tiên đang đi phía trước nhưng không phát tín hiệu ưu tiên.|Trên đường có 2 làn đường được phân chia làn bằng vạch kẻ nét đứt.|||1|1|0|36|36|1|1|1|1|1|Không được vượt trên cầu hẹp có một làn xe.
37|Ở phần đường dành cho người đi bộ qua đường, trên cầu, đầu cầu, đường cao tốc, đường hẹp, đường dốc, tại nơi đường bộ giao nhau cùng mức với đường sắt có được quay đầu xe hay không?|Được phép.|Không được phép.|Tùy từng trường hợp.|||2|1|23|37|37|1|1|1|1|1|Không được phép quay đầu xe ở phần đường dành cho người đi bộ qua đường.
38|Bạn đang lái xe phía trước có một xe cảnh sát giao thông không phát tín hiệu ưu tiên bạn có được phép vượt hay không?|Không được vượt.|Được vượt khi đang đi trên cầu.|Được phép vượt khi đi qua nơi giao nhau có ít phương tiện cùng tham gia giao thông.|Được vượt khi đảm bảo an toàn.||8|1|24|38|38|1|1|1|1||Được vượt khi xe không phát tín hiệu ưu tiên.
39|Bạn đang lái xe phía trước có một xe cứu thương đang phát tín hiệu ưu tiên bạn có được phép vượt hay không?|Không được vượt.|Được vượt khi đang đi trên cầu.|Được phép vượt khi đi qua nơi giao nhau có ít phương tiện cùng tham gia giao thông.|Được vượt khi đảm bảo an toàn.||1|1|25|39|39|1|1|1|1||Không được vượt khi đang phát tín hiệu ưu tiên.
40|Người lái xe không được quay đầu xe trong các trường hợp nào dưới đây?|Ở phần đường dành cho người đi bộ qua đường, trên cầu, đầu cầu, đường cao tốc, đường hẹp, đường dốc, tại nơi đường bộ giao nhau cùng mức với đường sắt.|Ở phía trước hoặc phía sau của phần đường dành cho người đi bộ qua đường, trên đường quốc lộ, tại nơi đường bộ giao nhau không cùng mức với đường sắt.|Cả ý 1 và ý 2.|||1|1|0|40|40|1|1|1|1|1|Không được phép quay đầu xe ở phần đường dành cho người đi bộ qua đường.
41|Bạn đang lái xe trong khu dân cư, có đông xe qua lại, nếu muốn quay đầu xe bạn cần làm gì để tránh ùn tắc và đảm bảo an toàn giao thông?|Đi tiếp đến điểm giao cắt gần nhất hoặc nơi có biển báo cho phép quay đầu xe.|Bấm đèn khẩn cấp và quay đầu xe từ từ bảo đảm an toàn.|Bấm còi liên tục khi quay đầu xe để cảnh báo các xe khác.|Nhờ một người ra hiệu giao thông trên đường chậm lại trước khi quay đầu.||1|1|0|41|41|1|1|1|1||Chỉ quay đầu xe ở điểm giao cắt hoặc nơi có biển báo cho phép quay đầu.
42|Người lái xe không được lùi xe ở những khu vực nào dưới đây?|Ở khu vực cho phép đỗ xe.|Ở khu vực cấm dừng và trên phần đường dành cho người đi bộ qua đường.|Nơi đường bộ giao nhau, đường bộ giao nhau cùng mức với đường sắt, nơi tầm nhìn bị che khuất, trong hầm đường bộ, đường cao tốc.|Cả ý 2 và ý 3.||8|1|0|42|42|1|1|1|1||Cấm lùi xe ở khu vực cấm dừng và nơi đường bộ giao nhau.
43|Người điều khiển phương tiện giao thông trên đường phố có được dừng xe, đỗ xe trên miệng cống thoát nước, miệng hầm của đường điện thoại, điện cao thế, chỗ dành riêng cho xe chữa cháy lấy nước hay không?|Được dừng xe, đỗ xe trong trường hợp cần thiết.|Không được dừng xe, đỗ xe.|Được dừng xe, không được đỗ xe.|||2|1|0|43|43|1|1|1|1|1|Không được dừng, đỗ xe trên miệng cống thoát nước.
44|Khi xe đã kéo 1 xe hoặc xe đã kéo 1 rơ moóc, bạn có được phép kéo thêm xe (kể cả xe thô sơ) hoặc rơ moóc thứ hai hay không?|Chỉ được thực hiện trên đường quốc lộ có hai làn xe một chiều.|Chỉ được thực hiện trên đường cao tốc.|Không được thực hiện vào ban ngày.|Không được phép.||8|1|0|44|44|1|1|1|1||Xe kéo đã kéo rơ moóc không được kéo thêm xe.
45|Người điều khiển xe mô tô hai bánh, ba bánh, xe gắn máy có được phép sử dụng xe để kéo hoặc đẩy các phương tiện khác khi tham gia giao thông không?|Được phép.|Nếu phương tiện được kéo, đẩy có khối lượng nhỏ hơn phương tiện của mình.|Tùy trường hợp.|Không được phép.||8|1|26|45|45|1|1|1|1|1|Xe mô tô không được kéo xe khác.
46|Khi điều khiển xe mô tô hai bánh, xe mô tô ba bánh, xe gắn máy, những hành vi buông cả hai tay; sử dụng xe để kéo, đẩy xe khác, vật khác; sử dụng chân chống của xe quệt xuống đường khi xe đang chạy có được phép hay không?|Được phép.|Tùy trường hợp.|Không được phép.|||4|1|27|46|46|1|1|1|1|1|
47|Khi điều khiển xe mô tô hai bánh, xe mô tô ba bánh, xe gắn máy, những hành vi nào không được phép?|Buông cả hai tay; sử dụng xe để kéo, đẩy xe khác, vật khác; sử dụng chân chống của xe quệt xuống đường khi xe đang chạy.|Buông một tay; sử dụng xe để chở người hoặc hàng hoá; để chân chạm xuống đất khi khởi hành.|Đội mũ bảo hiểm; chạy xe đúng tốc độ quy định và chấp hành đúng quy tắc giao thông đường bộ.|Chở người ngồi sau dưới 16 tuổi.||1|1|28|47|47|1|1|1|1|1|
48|Người ngồi trên xe mô tô hai bánh, ba bánh, xe gắn máy khi tham gia giao thông có được mang, vác vật cồng kềnh hay không?|Được mang, vác tùy trường hợp cụ thể.|Không được mang, vác.|Được mang, vác nhưng phải đảm bảo an toàn.|Được mang vác tùy theo sức khỏe của bản thân.||2|1|29|48|48|1|1|1|1|1|Xe mô tô không được mang vác vật cồng kềnh.
49|Người ngồi trên xe mô tô hai bánh, xe mô tô ba bánh, xe gắn máy khi tham gia giao thông có được bám, kéo hoặc đẩy các phương tiện khác không?|Được phép.|Được bám trong trường hợp phương tiện của mình bị hỏng.|Được kéo, đẩy trong trường hợp phương tiện khác bị hỏng.|Không được phép.||8|1|30|49|49|1|1|1|1|1|Xe mô tô không được kéo xe khác.
50|Người ngồi trên xe mô tô hai bánh, xe mô tô ba bánh, xe gắn máy khi tham gia giao thông có được sử dụng ô khi trời mưa hay không?|Được sử dụng.|Chỉ người ngồi sau được sử dụng.|Không được sử dụng.|Được sử dụng nếu không có áo mưa.||4|1|31|50|50|1|1|1|1|1|Không được sử dụng ô.
51|Khi đang lên dốc người ngồi trên xe mô tô có được phép kéo theo người đang điều khiển xe đạp hay không?|Chỉ được phép nếu cả hai đội mũ bảo hiểm.|Không được phép.|Chỉ được phép thực hiện trên đường thật vắng.|Chỉ được phép khi người đi xe đạp đã quá mệt.||2|1|32|51|51|1|1|1|1|1|Xe mô tô không được kéo xe khác.
52|Hành vi sử dụng xe mô tô để kéo, đẩy xe mô tô khác bị hết xăng đến trạm mua xăng có được phép hay không?|Chỉ được kéo nếu đã nhìn thấy trạm xăng.|Chỉ được thực hiện trên đường vắng phương tiện cùng tham gia giao thông.|Không được phép.|||4|1|33|52|52|1|1|1|1|1|Xe mô tô không được kéo xe khác.
53|Hành vi vận chuyển đồ vật cồng kềnh bằng xe mô tô, xe gắn máy khi tham gia giao thông có được phép hay không?|Không được vận chuyển.|Chỉ được vận chuyển khi đã chằng buộc cẩn thận.|Chỉ được vận chuyển vật cồng kềnh trên xe máy nếu khoảng cách về nhà ngắn hơn 2 km.|||1|1|34|53|53|1|1|1|1|1|Xe mô tô không được mang vác vật cồng kềnh.
54|Người đủ bao nhiêu tuổi trở lên thì được điều khiển xe ô tô tải, máy kéo có trọng tải từ 3.500 kg trở lên; xe hạng B2 kéo rơ moóc (FB2)?|19 tuổi.|21 tuổi.|20 tuổi.|||2|1|0|0|54|1|1|1|1||Độ tuổi lấy bằng theo hạng (cách nhau 3 tuổi): 16: Xe dưới 50cm3; 18: Hạng A, B1, B2; 21: Hạng C, FB; 24: Hạng D, FC; 27: Hạng E, FD.
55|Người đủ bao nhiêu tuổi trở lên thì được điều khiển xe mô tô hai bánh, xe mô tô ba bánh có dung tích xi lanh từ 50 cm3 trở lên và các loại xe có kết cấu tương tự; xe ô tô tải, máy kéo có trọng tải dưới 3.500 kg; xe ô tô chở người đến 9 chỗ ngồi?|16 tuổi.|18 tuổi.|17 tuổi.|||2|1|35|0|55|1|1|1|1||Độ tuổi lấy bằng theo hạng (cách nhau 3 tuổi): 16: Xe dưới 50cm3; 18: Hạng A, B1, B2; 21: Hạng C, FB; 24: Hạng D, FC; 27: Hạng E, FD.
56|Người lái xe ô tô chở người trên 30 chỗ ngồi (hạng E), lái xe hạng D kéo rơ moóc (FD) phải đủ bao nhiêu tuổi trở lên?|23 tuổi.|24 tuổi.|27 tuổi.|30 tuổi.||4|1|0|0|56|1|1|1|1||Độ tuổi lấy bằng theo hạng (cách nhau 3 tuổi): 16: Xe dưới 50cm3; 18: Hạng A, B1, B2; 21: Hạng C, FB; 24: Hạng D, FC; 27: Hạng E, FD.
57|Tuổi tối đa của người lái xe ô tô chở người trên 30 chỗ ngồi (hạng E) là bao nhiêu tuổi?|55 tuổi đối với nam và 50 tuổi đối với nữ.|55 tuổi đối với nam và nữ.|60 tuổi đối với nam và 55 tuổi đối với nữ.|45 tuổi đối với nam và 40 tuổi đối với nữ.||1|1|0|0|57|1|1|1|1||Độ tuổi tối đa người lái xe ô tô hạng E: Nam 55 tuổi và nữ 50 tuổi.
58|Người lái xe chở người từ 10 đến 30 chỗ ngồi (hạng D), lái xe hạng C kéo rơ moóc (FC) phải đủ bao nhiêu tuổi trở lên?|23 tuổi.|24 tuổi.|22 tuổi.|18 tuổi.||2|1|0|0|58|1|1|1|1||Độ tuổi lấy bằng theo hạng (cách nhau 3 tuổi): 16: Xe dưới 50cm3; 18: Hạng A, B1, B2; 21: Hạng C, FB; 24: Hạng D, FC; 27: Hạng E, FD.
59|Người đủ 16 tuổi được điều khiển các loại xe nào dưới đây?|Xe mô tô 2 bánh có dung tích xi-lanh từ 50 cm3 trở lên.|Xe gắn máy có dung tích xi-lanh dưới 50 cm3.|Xe ô tô tải dưới 3.500 kg; xe chở người đến 9 chỗ ngồi.|Tất cả các ý nêu trên.||2|1|36|54|59|1|1|1|1||Độ tuổi lấy bằng theo hạng (cách nhau 3 tuổi): 16: Xe dưới 50cm3; 18: Hạng A, B1, B2; 21: Hạng C, FB; 24: Hạng D, FC; 27: Hạng E, FD.
60|Người có giấy phép lái xe mô tô hạng A1 không được phép điều khiển loại xe nào dưới đây?|Xe mô tô có dung tích xi-lanh 125 cm3.|Xe mô tô có dung tích xi-lanh từ 175 cm3 trở lên.|Xe mô tô có dung tích xi-lanh 100 cm3.|||2|1|37|55|60|1|1|1|1||A1 mô tô dưới 175 cm3 và xe 3 bánh của người khuyết tật; A2 mô tô 175 cm3 trở lên; A3 xe 3 bánh;
61|Người có giấy phép lái xe mô tô hạng A1 được phép điều khiển loại xe nào dưới đây?|Xe mô tô có dung tích xi-lanh từ 50 cm3 đến dưới 175 cm3.|Xe mô tô ba bánh dành cho người khuyết tật.|Cả ý 1 và ý 2.|||4|1|38|56|61|1|1|1|1||A1 mô tô dưới 175 cm3 và xe 3 bánh của người khuyết tật; A2 mô tô 175 cm3 trở lên; A3 xe 3 bánh;
62|Người có giấy phép lái xe mô tô hạng A2 được phép điều khiển loại xe nào dưới đây?|Xe mô tô ba bánh.|Xe mô tô hai bánh có dung tích xi lanh từ 175 cm3 trở lên và các loại xe quy định cho giấy phép lái xe hạng A1.|Các loại máy kéo nhỏ có trọng tải đến 1.000 kg.|||2|1|0|57|62|1|1|1|1||A1 mô tô dưới 175 cm3 và xe 3 bánh của người khuyết tật; A2 mô tô 175 cm3 trở lên; A3 xe 3 bánh;
63|Người có giấy phép lái xe mô tô hạng A3 được phép điều khiển loại xe nào dưới đây?|Xe mô tô ba bánh.|Xe mô tô hai bánh có dung tích xi lanh từ 175 cm3 trở lên.|Các loại máy kéo nhỏ có trọng tải đến 1.000 kg.|||1|1|0|58|63|1|1|1|1||A1 mô tô dưới 175 cm3 và xe 3 bánh của người khuyết tật; A2 mô tô 175 cm3 trở lên; A3 xe 3 bánh;
64|Người có giấy phép lái xe hạng B1 số tự động được điều khiển loại xe nào?|Ô tô số tự động chở người đến 9 chỗ ngồi, kể cả chỗ ngồi cho người lái xe; ô tô tải, kể cả ô tô tải chuyên dùng số tự động có trọng tải thiết kế dưới 3.500 kg; ô tô dùng cho người khuyết tật. Không được hành nghề lái xe.|Ô tô số tự động chở người đến 9 chỗ ngồi, kể cả chỗ ngồi cho người lái xe; ô tô tải, kể cả ô tô tải chuyên dùng số tự động có trọng tải thiết kế dưới 3.500 kg; ô tô dùng cho người khuyết tật. Được hành nghề lái xe kinh doanh vận tải.|Ô tô chở người đến 9 chỗ ngồi, kể cả chỗ ngồi cho người lái xe; ô tô tải, kể cả ô tô tải chuyên dùng có trọng tải thiết kế dưới 3.500 kg; ô tô dùng cho người khuyết tật.|||1|1|0|0|64|1|1|1|1||B1, B2 đến 9 chỗ ngồi, xe tải dưới 3.500 kg; B1 không hành nghề lái xe.
